date,01-unknown,01-unknown-cumulative,02-export-tenths-watt,02-export-tenths-watt-cumulative,03-unknown,03-unknown-cumulative,04-unknown,04-unknown-cumulative,09-unknown,09-unknown-cumulative,10-also-export-tenths-watt,10-also-export-tenths-watt-cumulative,13-unknown,14-unknown,21-unknown,21-unknown-cumulative,22-unknown,22-unknown-cumulative,23-unknown,23-unknown-cumulative,24-unknown,24-unknown-cumulative,29-unknown,29-unknown-cumulative,30-unknown,30-unknown-cumulative,31-unknown,32-unknown,33-unknown,36864-unknown,41-unknown,41-unknown-cumulative,42-unknown,42-unknown-cumulative,43-unknown,43-unknown-cumulative,44-unknown,44-unknown-cumulative,49-unknown,49-unknown-cumulative,50-unknown,50-unknown-cumulative,51-unknown,52-unknown,53-unknown,61-unknown,61-unknown-cumulative,62-unknown,62-unknown-cumulative,63-unknown,63-unknown-cumulative,64-unknown,64-unknown-cumulative,69-unknown,69-unknown-cumulative,70-unknown,70-unknown-cumulative,71-unknown,72-unknown,73-unknown,uptime-millis
2023-06-04 11:04:00.595390,0,63068109480,69928,53628631200,0,25738964280,542,13824336600,0,75456350280,69930,58409401680,1000,49986,0,30291592680,21991,20813266440,1076,14020354440,0,1214175600,0,33096908160,22017,22123847880,9429,233681,999,0,0,24967408320,23913,23212893600,0,8867154960,591,7048438560,0,30005951760,23920,23885751600,9852,242921,1000,0,22961136240,24024,24754501440,0,5568478920,1027,8278745040,0,28122132600,24046,25359339960,10111,238056,999,2249460545
2023-06-04 11:05:00.585344,0,63068109480,69973,53629050960,0,25738964280,508,13824340200,0,75456350280,69975,58409821440,1000,49983,0,30291592680,21911,20813397840,1095,14020360920,0,1214175600,0,33096908160,21938,22123979280,9388,233834,999,0,0,24967408320,24004,23213037600,0,8867154960,612,7048442520,0,30005951760,24012,23885895600,9891,242868,1000,0,22961136240,24058,24754645800,0,5568478920,992,8278751520,0,28122132600,24079,25359484320,10141,237683,999,2249520535
2023-06-04 11:06:00.566200,0,63068109480,69941,53629470720,0,25738964280,492,13824343440,0,75456350280,69942,58410241200,1000,49991,0,30291592680,21481,20813527080,1171,14020367760,0,1214175600,0,33096908160,21513,22124108880,9241,232930,999,0,0,24967408320,24214,23213182680,0,8867154960,590,7048446120,0,30005951760,24221,23886040680,9971,243046,1000,0,22961136240,24245,24754791240,0,5568478920,1072,8278758000,0,28122132600,24269,25359629760,10207,238014,999,2249580515
2023-06-04 11:07:00.556464,0,63068109480,69935,53629890480,0,25738964280,687,13824346680,0,75456350280,69938,58410660960,1000,49973,0,30291592680,21643,20813657040,1096,14020374240,0,1214175600,0,33096908160,21671,22124238840,9305,233052,999,0,0,24967408320,24123,23213327040,0,8867154960,655,7048449720,0,30005951760,24132,23886185400,9932,243088,1000,0,22961136240,24168,24754936320,0,5568478920,1128,8278764120,0,28122132600,24194,25359775200,10167,238229,999,2249640505
2023-06-04 11:08:00.546084,0,63068109480,69934,53630310240,0,25738964280,361,13824350280,0,75456350280,69935,58411080720,1000,49992,0,30291592680,21485,20813785920,1196,14020381080,0,1214175600,0,33096908160,21518,22124368080,9203,233944,998,0,0,24967408320,24228,23213472480,0,8867154960,603,7048453680,0,30005951760,24235,23886330840,9986,242800,1000,0,22961136240,24222,24755081760,0,5568478920,953,8278770240,0,28122132600,24240,25359920640,10218,237475,999,2249700495
2023-06-04 11:09:00.527827,0,63068109480,69941,53630730000,0,25738964280,120,13824352080,0,75456350280,69941,58411500480,1000,50003,0,30291592680,22022,20813916960,1242,14020388280,0,1214175600,0,33096908160,22057,22124499120,9424,234186,998,0,0,24967408320,23954,23213616840,0,8867154960,511,7048456920,0,30005951760,23959,23886474840,9886,242466,1000,0,22961136240,23965,24755226120,0,5568478920,851,8278776360,0,28122132600,23980,25360065360,10107,237496,999,2249760475
2023-06-04 11:10:00.516692,0,63068109480,69930,53631149400,0,25738964280,955,13824354960,0,75456350280,69937,58411919880,1000,49983,0,30291592680,21511,20814046560,992,14020395120,0,1214175600,0,33096908160,21534,22124629080,9199,234204,999,0,0,24967408320,24219,23213761920,0,8867154960,786,7048460520,0,30005951760,24232,23886619920,9994,242578,999,0,22961136240,24200,24755371560,0,5568478920,1161,8278782120,0,28122132600,24228,25360210800,10224,237269,999,2249820466
2023-06-04 11:11:00.507529,0,63068109480,69924,53631569160,0,25738964280,341,13824357840,0,75456350280,69924,58412339640,1000,49986,0,30291592680,21378,20814175080,1206,14020401960,0,1214175600,0,33096908160,21412,22124757600,9153,234063,998,0,0,24967408320,24258,23213907360,0,8867154960,565,7048464480,0,30005951760,24264,23886765720,9997,242835,1000,0,22961136240,24288,24755517000,0,5568478920,982,8278788240,0,28122132600,24308,25360356600,10209,238343,999,2249880455
2023-06-04 11:12:00.496346,0,63068109480,69935,53631988920,0,25738964280,313,13824361080,0,75456350280,69935,58412759400,1000,50019,0,30291592680,21528,20814303600,1174,14020408440,0,1214175600,0,33096908160,21560,22124886480,9223,233916,999,0,0,24967408320,24195,23214052800,0,8867154960,547,7048468080,0,30005951760,24201,23886911160,9982,242565,1000,0,22961136240,24212,24755662440,0,5568478920,940,8278794360,0,28122132600,24230,25360502040,10192,237991,999,2249940445
2023-06-04 11:13:00.477756,0,63068109480,69933,53632408680,0,25738964280,331,13824364320,0,75456350280,69934,58413179160,1000,50001,0,30291592680,21419,20814432120,1169,14020415280,0,1214175600,0,33096908160,21451,22125015360,9155,234431,999,0,0,24967408320,24294,23214198600,0,8867154960,607,7048472040,0,30005951760,24302,23887056960,10021,242612,1000,0,22961136240,24219,24755808240,0,5568478920,893,8278800480,0,28122132600,24236,25360647840,10229,237168,999,2250000425
2023-06-04 11:14:00.466192,0,63068109480,69953,53632828440,0,25738964280,468,13824366120,0,75456350280,69954,58413598920,1000,49994,0,30291592680,21741,20814562440,1119,14020422120,0,1214175600,0,33096908160,21770,22125145680,9283,234649,999,0,0,24967408320,24136,23214343680,0,8867154960,654,7048475640,0,30005951760,24145,23887202040,9961,242495,1000,0,22961136240,24075,24755952960,0,5568478920,933,8278805880,0,28122132600,24093,25360792560,10169,237173,999,2250060416
2023-06-04 11:15:00.457375,0,63068109480,69932,53633248200,0,25738964280,386,13824370800,0,75456350280,69933,58414018680,1000,49998,0,30291592680,21011,20814689520,1160,14020428600,0,1214175600,0,33096908160,21043,22125272760,8978,234531,998,0,0,24967408320,24501,23214490200,0,8867154960,646,7048480320,0,30005951760,24510,23887348560,10108,242594,1000,0,22961136240,24420,24756098760,0,5568478920,900,8278812000,0,28122132600,24436,25360938720,10314,237135,999,2250120406
2023-06-04 11:16:00.436800,0,63068109480,69902,53633667960,0,25738964280,438,13824375120,0,75456350280,69903,58414438440,1000,49996,0,30291592680,21542,20814818040,1132,14020434720,0,1214175600,0,33096908160,21571,22125401640,9167,235452,999,0,0,24967408320,24246,23214636000,0,8867154960,714,7048484640,0,30005951760,24257,23887494720,9995,242789,1000,0,22961136240,24114,24756244200,0,5568478920,855,8278818120,0,28122132600,24129,25361084160,10206,236639,999,2250180385
2023-06-04 11:17:00.425641,0,63068109480,69951,53634087720,0,25738964280,226,13824377640,0,75456350280,69952,58414858200,1000,50007,0,30291592680,21266,20814945840,1218,14020441920,0,1214175600,0,33096908160,21301,22125529440,9062,235202,998,0,0,24967408320,24428,23214782160,0,8867154960,648,7048488960,0,30005951760,24436,23887640880,10074,242682,1000,0,22961136240,24258,24756389640,0,5568478920,796,8278823160,0,28122132600,24271,25361229600,10277,236399,999,2250240375
2023-06-04 11:18:00.416454,0,63068109480,69901,53634507480,0,25738964280,276,13824380520,0,75456350280,69902,58415277960,1000,49999,0,30291592680,21434,20815074360,1182,14020448760,0,1214175600,0,33096908160,21467,22125658320,9127,235346,998,0,0,24967408320,24331,23214928680,0,8867154960,650,7048493640,0,30005951760,24340,23887787400,10040,242546,1000,0,22961136240,24136,24756534720,0,5568478920,809,8278828560,0,28122132600,24150,25361375040,10232,236241,999,2250300365
2023-06-04 11:19:00.397422,0,63068109480,69970,53634926880,0,25738964280,277,13824381600,0,75456350280,69970,58415697720,1000,50000,0,30291592680,20597,20815199640,1211,14020455960,0,1214175600,0,33096908160,20633,22125783960,8798,234676,998,0,0,24967408320,24727,23215075920,0,8867154960,619,7048497240,0,30005951760,24735,23887935000,10193,242786,1000,0,22961136240,24645,24756681240,0,5568478920,869,8278833600,0,28122132600,24661,25361521560,10416,236967,999,2250360345
2023-06-04 11:20:00.384780,0,63068109480,69949,53635347000,0,25738964280,547,13824383760,0,75456350280,69951,58416117480,1000,50001,0,30291592680,21372,20815326360,1097,14020463160,0,1214175600,0,33096908160,21400,22125910680,9109,235077,999,0,0,24967408320,24380,23215223160,0,8867154960,766,7048501200,0,30005951760,24392,23888081880,10068,242381,1000,0,22961136240,24197,24756827400,0,5568478920,878,8278838640,0,28122132600,24213,25361668080,10269,236026,999,2250420335
2023-06-04 11:21:00.376941,0,63068109480,69944,53635766400,0,25738964280,243,13824386640,0,75456350280,69945,58416537240,1000,50012,0,30291592680,20523,20815450200,1163,14020469640,0,1214175600,0,33096908160,20556,22126034520,8749,235114,998,0,0,24967408320,24700,23215371480,0,8867154960,587,7048505520,0,30005951760,24707,23888230200,10261,240912,1000,0,22961136240,24721,24756975000,0,5568478920,819,8278844040,0,28122132600,24734,25361815680,10448,236938,999,2250480325
2023-06-04 11:22:00.366785,0,63068109480,29169,53636166720,154,25738964280,0,13824392040,0,75456350280,29170,58416937560,1000,50004,1026,30291592680,0,20815559280,1169,14020476120,0,1214175600,1555,33096908160,0,22126143960,941,232365,660,0,0,24967408320,2835,23215511880,0,8867154960,101,7048509840,0,30005951760,2836,23888370960,1300,239705,999,0,22961136240,27361,24757125840,0,5568478920,915,8278851240,0,28122132600,27377,25361966520,11476,239230,999,2250540316
2023-06-04 11:23:00.345662,3395,63068134320,0,53636172480,333,25738965360,0,13824392040,3412,75456375480,0,58416943320,995,50015,0,30291593760,15798,20815643160,636,14020480080,0,1214175600,0,33096909240,15811,22126228200,6752,235829,999,0,9764,24967463760,0,23215512240,0,8867154960,327,7048512000,9770,30006006840,0,23888371320,4152,237396,999,9429,22961189520,0,24757131600,24,5568478920,0,8278851960,9429,28122186240,0,25361972280,4094,235068,1000,2250600295
2023-06-04 11:24:00.336963,4208,63068158440,0,53636172480,265,25738966080,0,13824392760,4216,75456399600,0,58416943320,998,50017,0,30291593760,15608,20815737120,632,14020483320,0,1214175600,0,33096909240,15621,22126322160,6707,234818,999,0,10022,24967523880,0,23215512240,0,8867154960,230,7048514520,10025,30006066960,0,23888371320,4253,237630,1000,9794,22961247840,0,24757131600,0,5568478920,136,8278852680,9795,28122244200,0,25361972280,4223,236782,1000,2250660286
2023-06-04 11:25:00.326033,4238,63068184000,0,53636172480,270,25738966440,0,13824394200,4247,75456425160,0,58416943320,998,50021,0,30291593760,15543,20815830720,508,14020485840,0,1214175600,0,33096909240,15551,22126415760,6648,235980,999,0,9886,24967583640,0,23215512240,0,8867154960,264,7048517040,9890,30006127080,0,23888371320,4240,235283,1000,9894,22961306520,0,24757131600,25,5568478920,0,8278853760,9894,28122303240,0,25361972280,4282,235972,1000,2250720275
2023-06-04 11:26:00.308052,3416,63068206680,0,53636172480,0,25738966800,157,13824395280,3420,75456447840,0,58416943320,999,50006,0,30291593760,15818,20815924680,476,14020488360,0,1214175600,0,33096909240,15826,22126509720,6740,236481,1000,0,9747,24967642680,0,23215512240,0,8867154960,588,7048519920,9765,30006186120,0,23888371320,4154,237280,998,9487,22961364120,0,24757131600,0,5568478920,45,8278854120,9488,28122360840,0,25361972280,4136,233995,1000,2250780255
2023-06-04 11:27:00.296125,0,63068222160,39,53636175000,284,25738966800,0,13824396000,0,75456463680,287,58416945840,136,49994,3496,30291595200,0,20816006760,1235,14020491960,0,1214175600,3708,33096911040,0,22126591800,1711,233846,943,0,0,24967691280,1583,23215513320,0,8867154960,537,7048523520,0,30006235080,1672,23888372400,862,239301,947,0,22961411280,1952,24757132680,0,5568478920,414,8278855200,0,28122408000,1996,25361973360,1162,234956,978,2250840245
2023-06-04 11:28:00.286675,0,63068222880,5863,53636178960,734,25738968240,0,13824396360,0,75456464760,5909,58416949800,992,50003,0,30291597360,2111,20816013960,1279,14020498440,0,1214175600,0,33096913200,2468,22126601160,1178,234518,855,0,0,24967695240,1718,23215515120,0,8867154960,392,7048526760,0,30006239760,1762,23888374200,900,238957,975,0,22961413440,2034,24757134840,0,5568478920,153,8278857000,0,28122410520,2040,25361975520,1171,234082,997,2250900235
2023-06-04 11:29:00.275998,78,63068224680,0,53636189400,318,25738971840,0,13824396360,327,75456466920,0,58416961320,238,49994,0,30291597720,1229,20816023320,1194,14020506360,0,1214175600,0,33096913560,1713,22126613760,992,232793,717,0,868,24967699200,0,23215517640,0,8867154960,488,7048528920,996,30006244080,0,23888377080,672,239635,872,439,22961415600,0,24757138080,0,5568478920,388,8278859160,586,28122413400,0,25361978760,818,234796,749,2250960225
2023-06-04 11:30:00.258234,58,63068224680,0,53636195880,815,25738975080,0,13824396360,817,75456468720,0,58416969240,71,50023,0,30291597720,1041,20816031240,1337,14020513920,0,1214175600,0,33096913560,1694,22126624920,1000,231851,614,0,739,24967702800,0,23215519440,0,8867154960,205,7048531440,767,30006248040,0,23888378880,600,239520,963,360,22961417400,0,24757140240,0,5568478920,317,8278860960,479,28122415920,0,25361981280,842,236280,750,2251020206
2023-06-04 11:31:00.246655,0,63068225040,10,53636202720,150,25738977240,0,13824396360,0,75456469800,150,58416976440,68,49998,0,30291597720,1305,20816038800,1080,14020521120,0,1214175600,0,33096913560,1694,22126635360,1003,233646,770,0,802,24967706400,0,23215521240,0,8867154960,446,7048533960,918,30006252360,0,23888380680,638,239284,874,493,22961419200,0,24757142400,0,5568478920,484,8278863120,691,28122418440,0,25361983440,864,236363,714,2251080195
2023-06-04 11:32:00.235324,238,63068225760,0,53636208480,517,25738979040,0,13824396360,569,75456470880,0,58416983280,418,50018,0,30291598080,859,20816046720,1341,14020528320,0,1214175600,0,33096914280,1592,22126645800,978,233304,540,0,751,24967710000,0,23215523040,0,8867154960,459,7048536840,880,30006256680,0,23888382840,643,239570,853,346,22961421360,0,24757144920,0,5568478920,365,8278866360,503,28122421680,0,25361985600,819,234692,688,2251140185
2023-06-04 11:33:00.216547,0,63068226480,4688,53636218200,454,25738981920,0,13824396360,0,75456472320,4710,58416993720,995,50002,0,30291598800,1102,20816053920,1310,14020536240,0,1214175600,0,33096915000,1712,22126656600,938,232852,644,0,0,24967713240,1620,23215525920,0,8867154960,407,7048539360,0,30006260280,1671,23888385720,864,239559,970,0,22961422800,1966,24757148160,0,5568478920,448,8278868880,0,28122423840,2016,25361989560,1166,235527,975,2251200165
2023-06-04 11:34:00.206855,0,63068227200,4897,53636229000,383,25738983000,0,13824396360,0,75456473400,4912,58417004520,997,49991,0,30291598800,1247,20816060760,1287,14020543440,0,1214175600,0,33096915360,1792,22126666320,963,232183,696,0,0,24967715760,1685,23215529520,0,8867154960,388,7048542240,0,30006263520,1729,23888389320,883,239650,974,0,22961424240,1965,24757152840,0,5568478920,516,8278872120,0,28122426360,2032,25361993880,1170,236179,967,2251260156
2023-06-04 11:35:00.195482,0,63068228640,4588,53636239440,499,25738984440,0,13824396360,0,75456475200,4615,58417015320,994,49986,0,30291599160,926,20816068320,1310,14020551000,0,1214175600,0,33096916080,1604,22126676760,906,233168,577,0,0,24967719360,1875,23215533120,0,8867154960,395,7048544760,0,30006267480,1916,23888392920,962,239426,978,0,22961426400,1788,24757156440,0,5568478920,415,8278875360,0,28122429240,1835,25361997840,1138,236517,974,2251320145
2023-06-04 11:36:00.187754,0,63068229360,4279,53636249880,0,25738984800,342,13824398160,0,75456476280,4292,58417026120,997,49974,0,30291599520,820,20816074440,1063,14020557480,0,1214175600,0,33096916440,1343,22126685760,832,233482,611,0,0,24967721160,1783,23215537080,0,8867154960,724,7048548720,0,30006270360,1924,23888397240,973,239402,927,0,22961428560,1676,24757160400,0,5568478920,682,8278879320,0,28122432480,1809,25362002160,1105,235865,926,2251380136
2023-06-04 11:37:00.168064,185,63068230080,0,53636261400,0,25738986240,88,13824398160,205,75456477360,0,58417037640,902,49982,0,30291599520,1312,20816080560,1134,14020564680,0,1214175600,0,33096916800,1734,22126695120,1013,234120,757,0,693,24967723320,0,23215541760,0,8867154960,729,7048552320,1006,30006273240,0,23888402280,687,240378,689,803,22961431080,0,24757164720,0,5568478920,493,8278881840,943,28122435360,0,25362006480,876,234695,852,2251440116
2023-06-04 11:38:00.156832,0,63068231160,3760,53636272200,552,25738987680,0,13824398520,0,75456478440,3801,58417048800,989,49996,0,30291599880,777,20816087760,1308,14020572240,0,1214175600,0,33096917160,1522,22126705200,873,234758,511,0,0,24967725480,1579,23215546080,0,8867154960,456,7048556280,0,30006276480,1644,23888406960,870,239106,961,0,22961433600,1404,24757168680,0,5568478920,299,8278884000,0,28122438600,1435,25362010800,989,236681,978,2251500106
2023-06-04 11:39:00.145903,0,63068231880,43,53636282640,352,25738989120,0,13824398520,0,75456479880,355,58417059600,120,49997,0,30291599880,1676,20816094960,1222,14020579440,0,1214175600,0,33096917880,2074,22126715640,1127,234859,808,0,737,24967728360,0,23215550400,0,8867154960,617,7048559520,961,30006279720,0,23888411280,671,238923,767,896,22961436480,0,24757172640,0,5568478920,253,8278886520,931,28122441840,0,25362014760,864,234031,962,2251560096
2023-06-04 11:40:00.127810,0,63068232960,45,53636295240,0,25738990920,89,13824398520,0,75456481320,100,58417072560,453,49982,0,30291600240,1861,20816101800,1078,14020586640,0,1214175600,0,33096918240,2151,22126725360,1167,235250,865,0,853,24967730520,0,23215555440,0,8867154960,725,7048562760,1120,30006282240,0,23888416680,713,240208,762,962,22961439000,0,24757177320,0,5568478920,442,8278889040,1059,28122444360,0,25362019800,884,235289,909,2251620076
2023-06-04 11:41:00.117840,197,63068234760,0,53636325840,405,25738991280,0,13824398880,451,75456482760,0,58417103160,437,50006,0,30291600600,1703,20816115120,1162,14020593480,0,1214175600,0,33096918600,2061,22126740840,1094,233752,826,0,953,24967732680,0,23215565520,0,8867154960,450,7048566360,1054,30006285120,0,23888427480,682,240738,904,947,22961441520,0,24757187400,0,5568478920,307,8278891920,996,28122447240,0,25362029880,883,235958,951,2251680066
2023-06-04 11:42:00.107622,0,63068235120,4569,53636338080,193,25738992000,0,13824398880,0,75456483480,4573,58417115400,999,49981,0,30291600600,1564,20816124120,1063,14020599600,0,1214175600,0,33096918960,1891,22126752000,961,235041,827,0,0,24967735200,1562,23215569840,0,8867154960,547,7048569960,0,30006288360,1655,23888431800,866,238897,944,0,22961444400,1444,24757191360,0,5568478920,322,8278894080,0,28122450120,1479,25362034200,984,235308,976,2251740056
2023-06-04 11:43:00.086644,0,63068235840,4186,53636347800,55,25738993440,0,13824398880,0,75456484560,4187,58417125840,1000,49992,0,30291600600,1429,20816134200,1011,14020606080,0,1214175600,0,33096918960,1751,22126763880,934,234164,817,0,0,24967738440,1413,23215573080,0,8867154960,474,7048572480,0,30006291960,1490,23888435400,817,239324,948,0,22961448000,1344,24757194240,0,5568478920,482,8278896240,0,28122454080,1428,25362037080,997,237710,941,2251800036
2023-06-04 11:44:00.078124,0,63068236560,4237,53636357160,258,25738993800,0,13824398880,0,75456485280,4245,58417135200,998,50006,0,30291600600,1425,20816143560,1172,14020612560,0,1214175600,0,33096919320,1845,22126775400,954,234461,772,0,0,24967741680,1436,23215576320,0,8867154960,503,7048576440,0,30006296280,1522,23888438640,838,240625,944,0,22961451240,1376,24757197120,0,5568478920,411,8278898760,0,28122458040,1436,25362040320,992,236308,958,2251860027
2023-06-04 11:45:00.066635,0,63068237280,75,53636369400,630,25738995600,0,13824399240,0,75456486360,635,58417147800,118,50025,0,30291600960,1920,20816153280,1167,14020619400,0,1214175600,0,33096919680,2247,22126787280,1149,234527,854,0,873,24967744560,0,23215580280,0,8867154960,357,7048579320,943,30006299520,0,23888442960,676,238594,926,972,22961454480,0,24757200720,0,5568478920,180,8278900920,989,28122461280,0,25362043920,883,235957,983,2251920017
2023-06-04 11:46:00.057228,42,63068238000,0,53636379120,397,25738997760,0,13824399240,399,75456487800,0,58417157880,106,50011,0,30291600960,2058,20816164080,1090,14020626240,0,1214175600,0,33096919680,2328,22126799520,1173,234368,884,0,957,24967748160,0,23215583160,0,8867154960,394,7048581480,1035,30006303120,0,23888446200,698,238917,925,1143,22961458440,0,24757203600,0,5568478920,299,8278903440,1181,28122465600,0,25362047160,946,236973,967,2251980007
2023-06-04 11:47:00.036201,0,63068239800,12,53636389920,723,25739001720,0,13824399240,0,75456490320,723,58417169760,16,50015,0,30291600960,1832,20816175600,1230,14020633440,0,1214175600,0,33096920040,2206,22126813560,1131,234066,830,0,909,24967752120,0,23215586400,0,8867154960,309,7048583640,960,30006307440,0,23888449440,680,240225,947,911,22961463120,0,24757206480,0,5568478920,197,8278904880,932,28122469920,0,25362050040,885,236156,977,2252039987
2023-06-04 11:48:00.026574,0,63068240520,4150,53636401800,292,25739003880,0,13824399240,0,75456491760,4160,58417182000,998,49993,0,30291601320,1414,20816185680,1106,14020640280,0,1214175600,0,33096920400,1795,22126825800,932,234743,788,0,0,24967755360,1447,23215590360,0,8867154960,451,7048586160,0,30006311040,1515,23888453400,821,238972,955,0,22961466360,1289,24757210080,0,5568478920,363,8278907040,0,28122473520,1339,25362054000,1007,235898,962,2252099976
2023-06-04 11:49:00.016076,24,63068241600,0,53636412960,482,25739004960,0,13824399240,482,75456493200,0,58417193520,49,50019,0,30291601320,2210,20816195760,1097,14020646400,0,1214175600,0,33096920400,2467,22126837680,1246,233876,896,0,1069,24967758240,0,23215593960,0,8867154960,266,7048588680,1101,30006314280,0,23888457360,703,238590,970,1165,22961469960,0,24757213320,0,5568478920,350,8278909920,1217,28122477480,0,25362057600,968,237151,958,2252159966
2023-06-04 11:50:01.001303,0,63068242320,3608,53636424120,597,25739006040,0,13824399240,0,75456493920,3657,58417204680,987,49996,0,30291601320,1263,20816206560,1256,14020653240,0,1214175600,0,33096920760,1781,22126850640,938,233808,709,0,0,24967761840,1245,23215597560,0,8867154960,326,7048591560,0,30006318240,1287,23888461320,739,240128,967,0,22961473920,1100,24757216560,0,5568478920,332,8278912440,0,28122481440,1149,25362060840,961,236063,957,2252220951
2023-06-04 11:51:00.990881,0,63068243400,3679,53636436360,456,25739007120,0,13824399600,0,75456495360,3707,58417217280,992,50000,0,30291601320,1214,20816216280,1139,14020659720,0,1214175600,0,33096921120,1665,22126862520,896,234392,729,0,0,24967764720,1291,23215601520,0,8867154960,376,7048594440,0,30006321480,1344,23888465640,770,238671,960,0,22961476800,1174,24757220160,0,5568478920,308,8278915320,0,28122485040,1214,25362065160,953,235817,967,2252280940
2023-06-04 11:52:00.971442,0,63068244840,3291,53636448600,281,25739007840,0,13824400320,0,75456496800,3303,58417229160,996,49991,0,30291601680,1190,20816226360,1078,14020665480,0,1214175600,0,33096921120,1606,22126874040,880,234114,741,0,0,24967767600,1098,23215605480,0,8867154960,411,7048596960,0,30006324720,1173,23888469600,702,238909,937,0,22961480400,1003,24757223760,0,5568478920,386,8278918200,0,28122488640,1075,25362068760,924,236770,933,2252340920
2023-06-04 11:53:00.961625,0,63068247000,2708,53636459760,112,25739008920,0,13824400320,0,75456498960,2711,58417240680,999,49988,0,30291602040,994,20816236800,1089,14020671960,0,1214175600,0,33096921840,1474,22126886640,864,233662,674,0,0,24967771200,890,23215608720,0,8867154960,472,7048599840,0,30006328320,1008,23888473560,630,240374,883,0,22961484360,824,24757227000,0,5568478920,505,8278920720,0,28122492600,966,25362072360,915,236722,853,2252400910
2023-06-04 11:54:00.949811,21,63068248080,0,53636470560,108,25739009280,0,13824400680,110,75456500400,0,58417251480,195,49994,0,30291602040,3013,20816246520,990,14020678080,0,1214175600,0,33096922200,3171,22126898160,1525,234098,950,0,1465,24967774800,0,23215612320,0,8867154960,450,7048603080,1532,30006331920,0,23888477520,830,239671,956,1569,22961487600,0,24757230240,0,5568478920,432,8278923960,1628,28122496560,0,25362075960,1056,236694,964,2252460900
2023-06-04 11:55:00.929988,0,63068249160,2744,53636482800,130,25739010000,0,13824401040,0,75456501480,2747,58417264080,999,49981,0,30291602040,1020,20816256600,1010,14020684200,0,1214175600,0,33096922200,1435,22126910040,816,234251,710,0,0,24967777320,933,23215616280,0,8867154960,429,7048605600,0,30006334800,1027,23888481840,665,238473,909,0,22961490840,792,24757233480,0,5568478920,452,8278926840,0,28122499800,911,25362079920,893,237668,869,2252520880
2023-06-04 11:56:00.919714,0,63068250240,2428,53636493600,0,25739010720,137,13824401040,0,75456502560,2432,58417274880,998,49988,0,30291602040,892,20816265240,995,14020689960,0,1214175600,0,33096922560,1336,22126921200,773,234190,667,0,0,24967780200,819,23215619880,0,8867154960,578,7048608120,0,30006337680,1002,23888485800,686,239835,817,0,22961493720,717,24757236360,0,5568478920,555,8278929720,0,28122502680,907,25362083520,891,237252,791,2252580870
2023-06-04 11:57:00.910448,0,63068250960,1971,53636504040,235,25739010720,0,13824401760,0,75456503640,1985,58417285320,993,49980,0,30291602040,571,20816274240,1087,14020696080,0,1214175600,0,33096922560,1228,22126932360,774,234165,465,0,0,24967782720,736,23215623120,0,8867154960,433,7048611720,0,30006340560,854,23888489760,626,239850,862,0,22961496600,665,24757239600,0,5568478920,419,8278932960,0,28122505920,786,25362087480,877,236996,846,2252640860
2023-06-04 11:58:00.900975,0,63068256000,2415,53636513400,0,25739011080,393,13824402840,0,75456508320,2447,58417294680,987,49982,0,30291603480,945,20816280360,749,14020701480,0,1214175600,0,33096924360,1206,22126940280,774,234154,784,0,0,24967785600,773,23215626360,0,8867154960,539,7048614600,0,30006343440,943,23888493720,653,238429,820,0,22961499840,697,24757242120,0,5568478920,603,8278935840,0,28122509160,921,25362091080,890,237704,756,2252700850
2023-06-04 11:59:00.880542,0,63068265000,2024,53636522040,0,25739011440,90,13824403920,0,75456517680,2026,58417303320,999,49975,0,30291606360,749,20816283960,972,14020706880,0,1214175600,0,33096927600,1227,22126945680,804,234431,610,0,0,24967788840,702,23215629240,0,8867154960,516,7048617480,0,30006346680,872,23888496960,624,239064,806,0,22961503080,573,24757244640,0,5568478920,546,8278939080,0,28122512760,791,25362093960,885,238133,724,2252760830
2023-06-04 12:00:00.869190,673,63068267160,0,53636531040,69,25739011800,0,13824403920,677,75456519840,0,58417312680,995,49992,0,30291606720,3463,20816292240,951,14020713000,0,1214175600,0,33096927960,3591,22126956480,1679,234891,964,0,2026,24967791720,0,23215631760,0,8867154960,506,7048620720,2088,30006349920,0,23888500560,1016,239732,970,2110,22961506320,0,24757246800,0,5568478920,376,8278941960,2144,28122516000,0,25362097200,1210,237386,984,2252820820
2023-06-04 12:01:00.859627,0,63068267880,1619,53636540040,0,25739011800,338,13824405720,0,75456520560,1654,58417321680,979,49984,0,30291606720,644,20816299800,876,14020718760,0,1214175600,0,33096927960,1087,22126966560,721,234338,593,0,0,24967793880,546,23215634280,0,8867154960,587,7048624320,0,30006352080,802,23888504520,612,239135,681,0,22961508480,429,24757248960,0,5568478920,626,8278945200,0,28122518160,759,25362100800,867,237989,565,2252880810
2023-06-04 12:02:00.840735,0,63068268960,1298,53636547600,0,25739011800,219,13824407160,0,75456522000,1317,58417329240,986,49985,0,30291607080,539,20816308800,927,14020724160,0,1214175600,0,33096928320,1072,22126978080,706,234465,502,0,0,24967797120,451,23215636800,0,8867154960,544,7048627560,0,30006355680,706,23888507760,600,239607,638,0,22961512080,309,24757250760,0,5568478920,603,8278948800,0,28122521760,678,25362103680,853,238269,456,2252940790
